FileName, Start Line, End Line, Start Column, End Column, #IVMPs
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,204,204,22,58,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,206,206,22,67,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,208,208,22,42,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,210,210,21,61,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,60,60,17,31,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,145,145,13,24,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,147,147,13,60,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,111,111,26,61,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,113,114,26,54,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,116,116,30,48,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,116,116,50,65,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,120,120,25,35,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,148,148,13,50,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,149,149,13,39,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,150,150,9,10,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,211,211,21,52,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,227,227,17,28,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,228,228,17,29,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,232,232,13,45,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,239,239,13,27,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,240,240,9,10,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,118,118,29,76,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,116,116,67,70,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,248,248,13,56,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,229,229,21,31,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,213,213,22,61,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,224,224,21,47,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,71,71,13,32,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,72,72,17,31,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,87,87,13,27,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,88,88,9,10,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,225,225,21,68,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,215,215,21,32,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,216,216,21,43,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,173,173,13,59,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,174,174,9,10,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,219,219,25,52,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,162,162,18,28,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,162,162,30,41,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,164,164,17,35,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,165,165,17,65,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,162,162,43,47,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,167,167,13,29,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,168,168,13,34,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,249,249,13,34,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,250,250,9,10,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,235,235,17,29,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,238,238,21,32,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,74,74,17,40,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,336,336,17,41,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,178,179,13,55,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,354,354,29,51,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,123,123,25,70,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,362,362,29,60,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,308,308,13,38,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,309,309,13,33,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,311,311,17,33,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,314,314,21,32,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,502,502,17,46,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,504,504,21,44,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,475,475,13,39,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,505,505,21,31,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,507,507,17,43,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,513,513,21,27,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,346,346,29,54,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,449,449,21,32,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,509,509,21,43,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,510,510,21,31,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,295,295,13,56,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,264,264,13,22,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,265,265,13,60,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,267,267,17,39,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,271,271,21,47,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,78,78,21,31,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,79,79,21,37,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,82,82,25,41,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,85,85,29,43,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,272,272,21,68,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,274,274,17,27,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,276,276,13,33,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,281,281,17,29,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,284,284,21,32,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,286,286,13,27,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,287,287,9,10,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,296,296,13,34,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,297,297,9,10,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,370,370,29,47,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,570,570,13,62,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,358,358,29,51,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,317,317,21,31,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,112,112,25,70,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,477,477,17,56,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,478,478,26,32,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,478,478,34,40,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,486,486,17,27,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,141,141,17,27,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,480,480,25,47,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,478,478,42,45,0
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,484,484,21,43,0
